Zona,Rack,Tiempo,Temperatura,Humedad
POD A,1,2024-12-05 11:50:17.488342,23.62000084,33.73339844
POD A,1,2024-12-05 11:50:58.456825,23.62000084,33.73339844
POD A,1,2024-12-05 11:51:39.634106,23.62000084,33.73339844
POD A,1,2024-12-05 11:52:20.523100,23.62000084,33.73339844
POD A,1,2024-12-05 11:53:01.813994,23.62000084,33.73339844
POD A,1,2024-12-05 11:53:42.707447,23.62000084,33.73339844
POD A,1,2024-12-05 11:54:24.020243,23.62000084,33.73339844
POD A,1,2024-12-05 11:55:04.741881,23.62000084,33.73339844
POD A,1,2024-12-05 11:56:26.961732,23.62000084,33.73339844
POD A,1,2024-12-05 11:57:07.887774,23.62000084,33.73339844
POD A,1,2024-12-05 11:57:49.082033,23.62000084,33.73339844
POD A,1,2024-12-05 11:58:30.041625,23.62000084,33.73339844
POD A,1,2024-12-05 11:59:11.000168,23.62000084,33.73339844
POD A,1,2024-12-05 11:59:52.019104,23.62000084,33.73339844
POD A,1,2024-12-05 12:00:33.080950,23.62000084,33.73339844
POD A,1,2024-12-05 12:01:14.295740,23.62000084,33.73339844
POD A,1,2024-12-05 12:01:55.451166,23.62000084,33.73339844
POD A,1,2024-12-05 12:02:36.414207,23.62000084,33.73339844
POD A,1,2024-12-05 12:03:17.299942,23.62000084,33.73339844
POD A,1,2024-12-05 12:03:58.285985,23.62000084,33.73339844
POD A,1,2024-12-05 12:04:39.492964,23.62000084,33.73339844
POD A,1,2024-12-05 12:05:20.449803,23.62000084,33.73339844
POD A,1,2024-12-05 12:06:01.412190,23.62000084,33.73339844
POD A,1,2024-12-05 12:06:42.578088,23.62000084,33.73339844
POD A,1,2024-12-05 12:07:23.741185,23.62000084,33.73339844
POD A,1,2024-12-05 12:08:45.670501,23.62000084,33.73339844
POD A,1,2024-12-05 12:09:26.659247,23.62000084,33.73339844
POD A,1,2024-12-05 12:10:07.775662,23.62000084,33.73339844
POD A,1,2024-12-05 12:10:48.744341,23.62000084,33.73339844
POD A,1,2024-12-05 12:11:29.911771,23.62000084,33.73339844
POD A,1,2024-12-05 12:12:10.865753,23.62000084,33.73339844
POD A,1,2024-12-05 12:12:52.347705,23.62000084,33.73339844
POD A,1,2024-12-05 12:13:33.029311,23.62000084,33.73339844
POD A,1,2024-12-05 12:14:13.957497,23.62000084,33.73339844
POD A,1,2024-12-05 12:14:54.995857,23.62000084,33.73339844
POD A,1,2024-12-05 12:15:36.046641,23.62000084,33.73339844
POD A,1,2024-12-05 12:16:17.109400,23.62000084,33.73339844
POD A,1,2024-12-05 12:16:58.181177,23.62000084,33.73339844
POD A,1,2024-12-05 12:17:39.223246,23.62000084,33.73339844
POD A,1,2024-12-05 12:18:20.326740,23.62000084,33.73339844
POD A,1,2024-12-05 12:19:01.368820,23.62000084,33.73339844
POD A,1,2024-12-05 12:19:42.413257,23.62000084,33.73339844
POD A,1,2024-12-05 12:20:23.411079,23.62000084,33.73339844
POD A,1,2024-12-05 12:21:04.437123,23.62000084,33.73339844
POD A,1,2024-12-05 12:21:45.537809,23.62000084,33.73339844
POD A,1,2024-12-05 12:22:26.520913,23.62000084,33.73339844
POD A,1,2024-12-05 12:23:07.544514,23.62000084,33.73339844
POD A,1,2024-12-05 12:23:48.625867,23.62000084,33.73339844
POD A,1,2024-12-05 12:24:29.787889,23.62000084,33.73339844
POD A,1,2024-12-05 12:25:10.749042,23.62000084,33.73339844
POD A,1,2024-12-05 12:25:51.913513,23.62000084,33.73339844
POD A,1,2024-12-05 12:26:32.751823,23.62000084,33.73339844
POD A,1,2024-12-05 12:27:13.842760,23.62000084,33.73339844
POD A,1,2024-12-05 12:27:55.431762,23.62000084,33.73339844
POD A,1,2024-12-05 12:28:36.053051,23.62000084,33.73339844
POD A,1,2024-12-05 12:29:17.129854,23.62000084,33.73339844
POD A,1,2024-12-05 12:29:57.976401,23.62000084,33.73339844
POD A,1,2024-12-05 12:30:39.056043,23.62000084,33.73339844
POD A,1,2024-12-05 12:31:20.123844,23.62000084,33.73339844
POD A,1,2024-12-05 12:32:01.177310,23.62000084,33.73339844
POD A,1,2024-12-05 12:32:42.162349,23.62000084,33.73339844
POD A,1,2024-12-05 12:33:23.232924,23.62000084,33.73339844
POD A,1,2024-12-05 12:34:04.344080,23.62000084,33.73339844
POD A,1,2024-12-05 12:34:45.327871,23.62000084,33.73339844
POD A,1,2024-12-05 12:35:26.682318,23.62000084,33.73339844
POD A,1,2024-12-05 12:36:07.501272,23.62000084,33.73339844
POD A,1,2024-12-05 12:36:48.467519,23.62000084,33.73339844
POD A,1,2024-12-05 12:37:29.740495,23.62000084,33.73339844
POD A,1,2024-12-05 12:38:10.628294,23.62000084,33.73339844
POD A,1,2024-12-05 12:38:51.791899,23.62000084,33.73339844
POD A,1,2024-12-05 12:40:13.711257,23.62000084,33.73339844
POD A,1,2024-12-05 12:40:54.874236,23.62000084,33.73339844
POD A,1,2024-12-05 12:41:35.839357,23.62000084,33.73339844
POD A,1,2024-12-05 12:42:16.991787,23.62000084,33.73339844
POD A,1,2024-12-05 12:42:57.943978,23.62000084,33.73339844
POD A,1,2024-12-05 12:43:38.984178,23.62000084,33.73339844
POD A,1,2024-12-05 12:44:19.981817,23.62000084,33.73339844
POD A,1,2024-12-05 12:45:01.302076,23.62000084,33.73339844
POD A,1,2024-12-05 12:45:42.467140,23.62000084,33.73339844
POD A,1,2024-12-05 12:46:23.511549,23.62000084,33.73339844
POD A,1,2024-12-05 12:47:04.309860,23.62000084,33.73339844
POD A,1,2024-12-05 12:48:26.211975,23.62000084,33.73339844
POD A,1,2024-12-05 12:49:07.418793,23.62000084,33.73339844
POD A,1,2024-12-05 12:49:48.384497,23.62000084,33.73339844
POD A,1,2024-12-05 12:50:29.549964,23.62000084,33.73339844
POD A,1,2024-12-05 12:51:10.387954,23.62000084,33.73339844
POD A,1,2024-12-05 12:51:51.434882,23.62000084,33.73339844
POD A,1,2024-12-05 12:52:32.485725,23.62000084,33.73339844
POD A,1,2024-12-05 12:53:13.796503,23.62000084,33.73339844
POD A,1,2024-12-05 12:53:54.750848,23.62000084,33.73339844
POD A,1,2024-12-05 12:54:35.792606,23.62000084,33.73339844
POD A,1,2024-12-05 12:55:16.886665,23.62000084,33.73339844
POD A,1,2024-12-05 12:55:57.843498,23.62000084,33.73339844
POD A,1,2024-12-05 12:56:38.759350,23.62000084,33.73339844
POD A,1,2024-12-05 12:57:19.962968,23.62000084,33.73339844
POD A,1,2024-12-05 12:58:00.929892,23.62000084,33.73339844
POD A,1,2024-12-05 12:58:41.886027,23.62000084,33.73339844
POD A,1,2024-12-05 12:59:23.056010,23.62000084,33.73339844
POD A,1,2024-12-05 13:00:03.989302,23.62000084,33.73339844
POD A,1,2024-12-05 13:00:45.113021,23.62000084,33.73339844
POD A,1,2024-12-05 13:01:26.073496,23.62000084,33.73339844
POD A,1,2024-12-05 13:02:07.297741,23.62000084,33.73339844
POD A,1,2024-12-05 13:02:48.257930,23.62000084,33.73339844
POD A,1,2024-12-05 13:03:29.219865,23.62000084,33.73339844
POD A,1,2024-12-05 13:04:10.844172,23.62000084,33.73339844
POD A,1,2024-12-05 13:04:51.345496,23.62000084,33.73339844
POD A,1,2024-12-05 13:05:32.514874,23.62000084,33.73339844
POD A,1,2024-12-05 13:06:13.470340,23.62000084,33.73339844
POD A,1,2024-12-05 13:06:54.456052,23.62000084,33.73339844
POD A,1,2024-12-05 13:07:36.101363,23.62000084,33.73339844
POD A,1,2024-12-05 13:08:16.546756,23.62000084,33.73339844
POD A,1,2024-12-05 13:08:57.527541,23.62000084,33.73339844
POD A,1,2024-12-05 13:09:38.649959,23.62000084,33.73339844
POD A,1,2024-12-05 13:10:19.612686,23.62000084,33.73339844
POD A,1,2024-12-05 13:11:00.683360,23.62000084,33.73339844
POD A,1,2024-12-05 13:11:41.707323,23.62000084,33.73339844
POD A,1,2024-12-05 13:12:22.905765,23.62000084,33.73339844
POD A,1,2024-12-05 13:13:03.821225,23.62000084,33.73339844
POD A,1,2024-12-05 13:13:44.988820,23.62000084,33.73339844
POD A,1,2024-12-05 13:14:25.919615,23.62000084,33.73339844
POD A,1,2024-12-05 13:15:06.906581,23.62000084,33.73339844
POD A,1,2024-12-05 13:15:47.935902,23.62000084,33.73339844
POD A,1,2024-12-05 13:16:29.083034,23.62000084,33.73339844
POD A,1,2024-12-05 13:17:10.138584,23.62000084,33.73339844
POD A,1,2024-12-05 13:17:51.129828,23.62000084,33.73339844
POD A,1,2024-12-05 13:18:32.754892,23.62000084,33.73339844
POD A,1,2024-12-05 13:19:13.132986,23.62000084,33.73339844
POD A,1,2024-12-05 13:19:54.298105,23.62000084,33.73339844
POD A,1,2024-12-05 13:21:16.346401,23.62000084,33.73339844
POD A,1,2024-12-05 13:21:57.478074,23.62000084,33.73339844
POD A,1,2024-12-05 13:22:38.358859,23.62000084,33.73339844
POD A,1,2024-12-05 13:23:19.404048,23.62000084,33.73339844
POD A,1,2024-12-05 13:24:00.578642,23.62000084,33.73339844
POD A,1,2024-12-05 13:24:42.351766,23.62000084,33.73339844
POD A,1,2024-12-05 13:25:23.300797,23.62000084,33.73339844
POD A,1,2024-12-05 13:26:03.874375,23.62000084,33.73339844
POD A,1,2024-12-05 13:26:44.798813,23.62000084,33.73339844
POD A,1,2024-12-05 13:27:26.101304,23.62000084,33.73339844
POD A,1,2024-12-05 13:28:06.925602,23.62000084,33.73339844
POD A,1,2024-12-05 13:28:47.878342,23.62000084,33.73339844
POD A,1,2024-12-05 13:29:29.037902,23.62000084,33.73339844
POD A,1,2024-12-05 13:30:10.083664,23.62000084,33.73339844
POD A,1,2024-12-05 13:30:51.169951,23.62000084,33.73339844
POD A,1,2024-12-05 13:31:32.122417,23.62000084,33.73339844
POD A,1,2024-12-05 13:32:13.076021,23.62000084,33.73339844
POD A,1,2024-12-05 13:32:54.247978,23.62000084,33.73339844
POD A,1,2024-12-05 13:35:38.212708,23.62000084,33.73339844
POD A,1,2024-12-05 13:36:19.249110,23.62000084,33.73339844
POD A,1,2024-12-05 13:37:41.359960,23.62000084,33.73339844
POD A,1,2024-12-05 13:38:22.547948,23.62000084,33.73339844
POD A,1,2024-12-05 13:39:03.480352,23.62000084,33.73339844
POD A,1,2024-12-05 13:39:44.647999,23.62000084,33.73339844
POD A,1,2024-12-05 13:40:25.605554,23.62000084,33.73339844
POD A,1,2024-12-05 13:41:07.124921,23.62000084,33.73339844
POD A,1,2024-12-05 13:41:47.727338,23.62000084,33.73339844
POD A,1,2024-12-05 13:42:28.680747,23.62000084,33.73339844
POD A,1,2024-12-05 13:43:09.847331,23.62000084,33.73339844
POD A,1,2024-12-05 13:43:50.813946,23.62000084,33.73339844
POD A,1,2024-12-05 13:44:31.974325,23.62000084,33.73339844
POD A,1,2024-12-05 13:45:12.953666,23.62000084,33.73339844
POD A,1,2024-12-05 13:45:53.882453,23.62000084,33.73339844
POD A,1,2024-12-05 13:46:35.051283,23.62000084,33.73339844
POD A,1,2024-12-05 13:47:16.012094,23.62000084,33.73339844
POD A,1,2024-12-05 13:47:56.924991,23.62000084,33.73339844
POD A,1,2024-12-05 14:58:19.243812,23.52000046,35.10449219
POD A,1,2024-12-05 14:58:50.187262,23.52000046,35.10449219
POD A,1,2024-12-05 14:59:21.114743,23.52000046,35.10449219
POD A,1,2024-12-05 14:59:52.039174,23.52000046,35.10449219
POD A,1,2024-12-05 15:00:22.845979,23.52000046,35.10449219
POD A,1,2024-12-05 15:00:53.781502,23.52000046,35.10449219
POD A,1,2024-12-05 15:01:24.727378,23.52000046,35.10449219
POD A,1,2024-12-05 15:01:55.722267,23.52000046,35.10449219
POD A,1,2024-12-05 15:02:26.643467,23.52000046,35.10449219
POD A,1,2024-12-05 15:02:57.576239,23.52000046,35.10449219
POD A,1,2024-12-05 15:03:28.498993,23.52000046,35.10449219
POD A,1,2024-12-05 15:03:59.423868,23.52000046,35.10449219
POD A,1,2024-12-05 15:04:30.337249,23.52000046,35.10449219
POD A,1,2024-12-05 15:05:01.275848,23.52000046,35.10449219
POD A,1,2024-12-05 15:05:32.196371,23.52000046,35.10449219
POD A,1,2024-12-05 15:06:03.115714,23.52000046,35.10449219
POD A,1,2024-12-05 15:06:34.036513,23.52000046,35.10449219
POD A,1,2024-12-05 15:07:04.969279,23.52000046,35.10449219
POD A,1,2024-12-05 15:07:36.298501,23.52000046,35.10449219
POD A,1,2024-12-05 15:08:07.019464,23.52000046,35.10449219
POD A,1,2024-12-05 15:08:37.794566,23.52000046,35.10449219
POD A,1,2024-12-05 15:09:08.855119,23.52000046,35.10449219
POD A,1,2024-12-05 15:09:39.789353,23.52000046,35.10449219
POD A,1,2024-12-05 15:10:10.712483,23.52000046,35.10449219
POD A,1,2024-12-05 15:10:41.637288,23.52000046,35.10449219
POD A,1,2024-12-05 15:11:43.442654,23.52000046,35.10449219
POD A,1,2024-12-05 15:12:14.321818,23.52000046,35.10449219
POD A,1,2024-12-05 15:12:45.192429,23.52000046,35.10449219
POD A,1,2024-12-05 15:13:16.255064,23.52000046,35.10449219
POD A,1,2024-12-05 15:13:47.060965,23.52000046,35.10449219
POD A,1,2024-12-05 15:14:18.096890,23.52000046,35.10449219
POD A,1,2024-12-05 15:14:49.028139,23.35000038,32.77832031
POD A,1,2024-12-05 15:15:19.956501,23.34000015,32.67480469
POD A,1,2024-12-05 15:15:50.866929,23.36000061,32.67675781
POD A,1,2024-12-05 15:16:21.799988,23.37999916,32.57519531
POD A,1,2024-12-05 15:16:52.729400,23.37999916,32.58691406
POD A,1,2024-12-05 15:17:23.649988,23.38999939,32.56445313
POD A,1,2024-12-05 15:17:54.776118,23.39999962,32.63378906
POD A,1,2024-12-05 15:18:25.517560,23.42000008,32.53320313
POD A,1,2024-12-05 15:18:56.626881,23.43000031,32.48828125
POD A,1,2024-12-05 15:19:27.555898,23.45000076,32.5234375
POD A,1,2024-12-05 15:19:58.475652,23.45999908,32.43261719
POD A,1,2024-12-05 15:20:29.398960,23.45999908,32.3984375
POD A,1,2024-12-05 15:21:00.253405,23.47999954,32.33105469
POD A,1,2024-12-05 15:21:31.259028,23.47999954,32.36523438
POD A,1,2024-12-05 15:22:02.167915,23.46999931,32.39941406
POD A,1,2024-12-05 15:22:33.302756,23.47999954,32.296875
POD A,1,2024-12-05 15:23:04.223604,23.46999931,32.30761719
POD A,1,2024-12-05 15:23:34.994862,23.46999931,32.33105469
POD A,1,2024-12-05 15:24:05.947307,23.46999931,32.37695313
POD A,1,2024-12-05 15:24:36.992167,23.48999977,32.32128906
POD A,1,2024-12-05 15:25:07.919860,23.48999977,32.30957031
POD A,1,2024-12-05 15:25:38.806075,23.48999977,32.25195313
POD A,1,2024-12-05 15:26:09.812900,23.48999977,32.25195313
POD A,1,2024-12-05 15:26:40.674960,23.48999977,32.25195313
POD A,1,2024-12-05 15:27:11.817153,23.48999977,32.25195313
POD A,1,2024-12-05 15:27:42.539568,23.48999977,32.25195313
POD A,1,2024-12-05 15:28:13.476721,23.48999977,32.25195313
POD A,1,2024-12-05 15:28:44.559304,23.48999977,32.25195313
POD A,1,2024-12-05 15:29:15.520387,23.48999977,32.25195313
POD A,1,2024-12-05 15:29:46.443642,23.48999977,32.25195313
POD A,1,2024-12-05 15:30:17.201670,23.48999977,32.25195313
POD A,1,2024-12-05 15:30:48.288293,23.48999977,32.25195313
POD A,1,2024-12-05 15:31:19.093730,23.48999977,32.25195313
POD A,1,2024-12-05 15:31:49.973025,23.48999977,32.25195313
POD A,1,2024-12-05 15:32:21.060806,23.48999977,32.25195313
POD A,1,2024-12-05 15:32:51.988066,23.48999977,32.25195313
POD A,1,2024-12-05 15:33:22.789868,23.48999977,32.25195313
POD A,1,2024-12-05 15:33:53.834404,23.48999977,32.25195313
POD A,1,2024-12-05 15:34:24.756868,23.48999977,32.25195313
POD A,1,2024-12-05 15:34:55.682829,23.48999977,32.25195313
POD A,1,2024-12-05 15:35:26.596188,23.48999977,32.25195313
POD A,1,2024-12-05 15:35:57.529016,23.48999977,32.25195313
POD A,1,2024-12-05 15:36:28.447217,23.48999977,32.25195313
POD A,1,2024-12-05 15:37:30.506986,23.48999977,32.25195313
POD A,1,2024-12-05 15:38:01.217689,23.48999977,32.25195313
POD A,1,2024-12-05 15:38:32.097136,23.48999977,32.25195313
POD A,1,2024-12-05 15:39:03.074338,23.48999977,32.25195313
POD A,1,2024-12-05 15:39:33.947646,23.48999977,32.25195313
POD A,1,2024-12-05 15:40:04.928508,23.48999977,32.25195313
POD A,1,2024-12-05 15:40:35.847801,23.48999977,32.25195313
POD A,1,2024-12-05 15:41:06.974130,23.48999977,32.25195313
POD A,1,2024-12-05 15:41:37.900896,23.48999977,32.25195313
POD A,1,2024-12-05 15:42:08.819157,23.48999977,32.25195313
POD A,1,2024-12-05 15:42:39.747010,23.48999977,32.25195313
POD A,1,2024-12-05 15:43:10.685839,23.48999977,32.25195313
POD A,1,2024-12-05 15:43:41.589354,23.48999977,32.25195313
POD A,1,2024-12-05 15:44:12.336997,23.48999977,32.25195313
POD A,1,2024-12-05 15:44:43.312944,23.48999977,32.25195313
POD A,1,2024-12-05 15:45:14.377220,23.48999977,32.25195313
POD A,1,2024-12-05 15:45:45.303778,23.48999977,32.25195313
POD A,1,2024-12-05 15:46:16.242765,23.48999977,32.25195313
POD A,1,2024-12-05 15:46:47.171913,23.48999977,32.25195313
POD A,1,2024-12-05 15:47:17.965842,23.48999977,32.25195313
POD A,1,2024-12-05 15:47:49.026876,23.48999977,32.25195313
POD A,1,2024-12-05 15:48:19.858381,23.48999977,32.25195313
POD A,1,2024-12-05 15:48:50.895010,23.48999977,32.25195313
POD A,1,2024-12-05 15:49:21.815569,23.48999977,32.25195313
POD A,1,2024-12-05 15:49:52.746564,23.48999977,32.25195313
POD A,1,2024-12-05 15:50:23.594620,23.48999977,32.25195313
POD A,1,2024-12-05 15:50:54.605851,23.48999977,32.25195313
POD A,1,2024-12-05 15:51:25.453087,23.48999977,32.25195313
POD A,1,2024-12-05 15:51:56.464912,23.48999977,32.25195313
POD A,1,2024-12-05 15:52:27.398492,23.48999977,32.25195313
POD A,1,2024-12-05 15:52:58.319990,23.48999977,32.25195313
POD A,1,2024-12-05 15:53:29.249002,23.48999977,32.25195313
POD A,1,2024-12-05 15:54:00.230059,23.48999977,32.25195313
POD A,1,2024-12-05 15:54:31.079540,23.48999977,32.25195313
POD A,1,2024-12-05 15:55:02.021941,23.48999977,32.25195313
POD A,1,2024-12-05 15:55:32.970427,23.48999977,32.25195313
POD A,1,2024-12-05 15:56:03.908762,23.48999977,32.25195313
POD A,1,2024-12-05 15:56:34.828869,23.48999977,32.25195313
POD A,1,2024-12-05 15:57:05.935913,23.48999977,32.25195313
POD A,1,2024-12-05 15:57:36.869314,23.48999977,32.25195313
POD A,1,2024-12-05 15:58:07.790014,23.48999977,32.25195313
POD A,1,2024-12-05 15:58:38.613437,23.48999977,32.25195313
POD A,1,2024-12-05 15:59:09.642731,23.48999977,32.25195313
POD A,1,2024-12-05 15:59:40.557995,23.48999977,32.25195313
POD A,1,2024-12-05 16:00:11.387390,23.48999977,32.25195313
POD A,1,2024-12-05 16:00:42.433977,23.48999977,32.25195313
POD A,1,2024-12-05 16:01:13.345479,23.48999977,32.25195313
POD A,1,2024-12-05 16:01:44.283007,23.48999977,32.25195313
POD A,1,2024-12-05 16:02:15.207397,23.48999977,32.25195313
POD A,1,2024-12-05 16:02:46.330149,23.48999977,32.25195313
POD A,1,2024-12-05 16:03:17.058245,23.48999977,32.25195313
POD A,1,2024-12-05 16:03:47.992167,23.48999977,32.25195313
POD A,1,2024-12-05 16:04:18.913848,23.48999977,32.25195313
POD A,1,2024-12-05 16:04:49.830367,23.48999977,32.25195313
POD A,1,2024-12-05 16:05:20.764410,23.48999977,32.25195313
POD A,1,2024-12-05 16:05:51.894235,23.48999977,32.25195313
POD A,1,2024-12-05 16:06:22.576619,23.48999977,32.25195313
POD A,1,2024-12-05 16:06:53.738798,23.48999977,32.25195313
POD A,1,2024-12-05 16:07:24.465761,23.48999977,32.25195313
POD A,1,2024-12-05 16:07:55.388111,23.48999977,32.25195313
POD A,1,2024-12-05 16:08:26.485960,23.48999977,32.25195313
POD A,1,2024-12-05 16:08:57.449127,23.48999977,32.25195313
POD A,1,2024-12-05 16:09:28.182528,23.48999977,32.25195313
POD A,1,2024-12-05 16:09:59.297076,23.48999977,32.25195313
POD A,1,2024-12-05 16:10:30.050172,23.48999977,32.25195313
POD A,1,2024-12-05 16:11:01.152808,23.48999977,32.25195313
POD A,1,2024-12-05 16:11:32.080691,23.48999977,32.25195313
POD A,1,2024-12-05 16:12:02.990396,23.48999977,32.25195313
POD A,1,2024-12-05 16:12:33.927583,23.48999977,32.25195313
POD A,1,2024-12-05 16:13:04.845610,23.48999977,32.25195313
POD A,1,2024-12-05 16:13:35.776232,23.48999977,32.25195313
POD A,1,2024-12-05 16:14:06.576124,23.48999977,32.25195313
POD A,1,2024-12-05 16:15:08.427604,23.48999977,32.25195313
POD A,1,2024-12-05 16:15:39.481868,23.48999977,32.25195313
POD A,1,2024-12-05 16:16:10.402774,23.48999977,32.25195313
POD A,1,2024-12-05 16:16:41.315527,23.48999977,32.25195313
POD A,1,2024-12-05 16:17:12.253833,23.48999977,32.25195313
POD A,1,2024-12-05 16:17:43.178001,23.48999977,32.25195313
POD A,1,2024-12-05 16:18:14.106012,23.48999977,32.25195313
POD A,1,2024-12-05 16:18:45.026916,23.48999977,32.25195313
POD A,1,2024-12-05 16:19:15.883282,23.48999977,32.25195313
POD A,1,2024-12-05 16:19:46.877818,23.48999977,32.25195313
POD A,1,2024-12-05 16:20:17.811601,23.48999977,32.25195313
POD A,1,2024-12-05 16:20:48.729964,23.48999977,32.25195313
POD A,1,2024-12-05 16:21:19.655225,23.48999977,32.25195313
POD A,1,2024-12-05 16:21:50.582519,23.48999977,32.25195313
POD A,1,2024-12-05 16:22:21.495644,23.48999977,32.25195313
POD A,1,2024-12-05 16:22:52.638701,23.48999977,32.25195313
POD A,1,2024-12-05 16:23:23.370731,23.48999977,32.25195313
POD A,1,2024-12-05 16:23:54.478548,23.48999977,32.25195313
POD A,1,2024-12-05 16:25:27.267485,23.48999977,32.25195313
POD A,1,2024-12-05 16:25:58.189368,23.48999977,32.25195313
POD A,1,2024-12-05 16:26:29.105556,23.48999977,32.25195313
